dataset_id,feature,sensor,stat,coefficient_mean,coefficient_std,abs_coefficient_mean,abs_coefficient_std,rank_abs_coefficient
strict_no_event20_no_event67,p_hc1_return_temperature__last_minus_first,p_hc1_return_temperature,last_minus_first,-0.34257808560816105,0.4204297443096062,0.40800562324130796,0.3396691258832209,8
strict_no_event20_no_event67,s_hc1_supply_temperature__min,s_hc1_supply_temperature,min,-0.40692268436899076,0.18123717876993492,0.40692268436899076,0.18123717876993492,9
strict_no_event20_no_event67,p_net_supply_temperature__min,p_net_supply_temperature,min,-0.3973173902500793,0.1197543375191182,0.3973173902500793,0.1197543375191182,10
strict_no_event20_no_event67,outdoor_temperature__last_minus_first,outdoor_temperature,last_minus_first,0.3911742529897705,0.29582499317485783,0.3911742529897705,0.29582499317485783,11
strict_no_event20_no_event67,p_net_supply_temperature__last_minus_first,p_net_supply_temperature,last_minus_first,-0.3728930521156495,0.2358405612057263,0.3829247229722672,0.21480951183723931,12
strict_no_event20_no_event67,s_hc1_supply_temperature__max,s_hc1_supply_temperature,max,-0.38261496681008916,0.21396135209466516,0.38261496681008916,0.21396135209466516,13
strict_no_event20_no_event67,p_net_meter_heat_power__min,p_net_meter_heat_power,min,-0.19220866165160624,0.4512630960582606,0.3784578357077883,0.26604638152150256,14
strict_no_event20_no_event67,p_hc1_return_temperature__mean,p_hc1_return_temperature,mean,0.3472271874339155,0.07300559886392283,0.3472271874339155,0.07300559886392283,15
strict_no_event20_no_event67,p_net_meter_heat_power__max,p_net_meter_heat_power,max,0.32200143834165884,0.15700307708777148,0.32200143834165884,0.15700307708777148,16
strict_no_event20_no_event67,s_hc1_supply_temperature_setpoint__min,s_hc1_supply_temperature_setpoint,min,0.27547264040706915,0.23723912809240216,0.29799986662718037,0.20033465196222197,17
strict_no_event20_no_event67,p_hc1_return_temperature__median,p_hc1_return_temperature,median,0.2475432772152681,0.12241756818413878,0.2475432772152681,0.12241756818413878,18
strict_no_event20_no_event67,s_hc1_supply_temperature_setpoint__last_minus_first,s_hc1_supply_temperature_setpoint,last_minus_first,-0.050129516166635815,0.3886036651072514,0.244478321772278,0.2818544957117558,19
strict_no_event20_no_event67,p_net_meter_flow__max,p_net_meter_flow,max,-0.2093964002266461,0.2370403389169446,0.23399895242036411,0.20628208996765174,20
strict_no_event20_no_event67,p_net_meter_flow__last_minus_first,p_net_meter_flow,last_minus_first,-0.22075542092026038,0.14818289321948788,0.23131831026395694,0.12644826549140376,21
strict_no_event20_no_event67,s_hc1_supply_temperature_setpoint__median,s_hc1_supply_temperature_setpoint,median,-0.2307040661725043,0.042719123732600964,0.2307040661725043,0.042719123732600964,22
strict_no_event20_no_event67,p_net_supply_temperature__std,p_net_supply_temperature,std,-0.04717079828676637,0.3044355587030372,0.2270972607977561,0.17605654585754205,23
strict_no_event20_no_event67,p_net_meter_heat_power__mean,p_net_meter_heat_power,mean,0.21159514290780052,0.14867363209132833,0.2199276880563043,0.1326998287101548,24
strict_no_event20_no_event67,p_net_meter_heat_power__last_minus_first,p_net_meter_heat_power,last_minus_first,-0.21388102958532387,0.25164740068013836,0.21598602320141044,0.24938991562755208,25
strict_no_event20_no_event67,p_net_meter_heat_power__median,p_net_meter_heat_power,median,0.19649627476618758,0.1482414271458449,0.21310243216083732,0.11607409261929583,26
strict_no_event20_no_event67,p_net_meter_flow__std,p_net_meter_flow,std,-0.1503135021931425,0.19925914170206033,0.2017261615636352,0.13069080459161717,27
strict_no_event20_no_event67,outdoor_temperature__min,outdoor_temperature,min,0.17805789308687164,0.13558857388605491,0.20161990075567168,0.08486340498539578,28
